"ciudad"	"ambiente"	"sitio"	"parche"	"planta"	"ID"	"Leaf"	"uno"	"dos"	"tres"	"cuatro"	"leafMean"
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	5	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	1	2	0	0	1	0.75
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	2	0	0	0	0	0
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	3	1	2	0	1	1
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	4	0	0	4	3	1.75
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	5	1	3	4	1	2.25
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	1	2	1	0	1	1
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	2	9	10	6	3	7
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	3	0	0	1	3	1
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	4	0	0	0	3	0.75
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	5	1	0	0	1	0.5
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	1	4	5	4	12	6.25
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	2	3	1	2	5	2.75
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	3	2	3	1	3	2.25
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	4	3	3	3	8	4.25
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	5	2	6	1	1	2.5
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	1	0	0	0	0	0
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	2	2	0	0	0	0.5
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	3	1	1	0	2	1
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	4	0	0	0	0	0
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	5	0	0	0	0	0
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	1	4	5	2	1	3
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	2	0	1	3	1	1.25
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	3	3	4	4	1	3
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	4	2	2	2	0	1.5
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	5	3	3	4	4	3.5
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	1	2	4	1	5	3
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	2	0	0	0	0	0
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	3	2	2	2	NA	2
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	4	4	5	5	3	4.25
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	5	1	2	0	2	1.25
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	1	3	1	2	2	2
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	2	2	0	1	0	0.75
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	3	3	6	2	2	3.25
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	4	3	2	4	3	3
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	5	1	5	5	5	4
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	1	3	1	1	6	2.75
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	2	4	1	2	1	2
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	3	15	10	8	6	9.75
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	4	1	4	0	4	2.25
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	5	3	5	2	0	2.5
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	1	4	4	6	12	6.5
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	2	3	3	1	1	2
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	3	1	2	1	1	1.25
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	4	0	3	2	8	3.25
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	5	1	0	0	0	0.25
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	1	4	8	3	9	6
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	2	1	1	1	1	1
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	3	3	4	0	1	2
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	4	2	9	16	5	8
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	5	3	6	1	1	2.75
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	1	5	2	1	3	2.75
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	2	1	1	1	1	1
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	3	1	1	1	1	1
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	4	3	1	1	0	1.25
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	5	1	0	1	2	1
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	1	0	1	1	1	0.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	2	5	3	13	10	7.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	3	8	2	4	1	3.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	4	9	16	1	5	7.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	5	3	5	8	2	4.5
